item_id,host_id,user_id,review_id,title,username,translated_review
EX01,HO67,US71,RV71,A'moss,Nick Liaw,"Third visit to Amoss and tbh it s never enough.. Waiting to go again and again.. From the rooms to the staff there, everything was perfect for me.. A great escape spot from the city life and to spend time with my loved ones..."
EX01,HO67,US72,RV72,A'moss,Olivia Loh,"This is first time glamping and I like the place very much. You are really inside the nature and surrounded by vegetable farm and mountain view. However, some tips is you may not want to stay in the tent before sunset as is quite hot"
EX01,HO67,US73,RV73,A'moss,Alina Liu,"This is place is magical! By magical, I don t just mean the view and the amenities for glamping, but the people there! The owner and his employees went above and beyond, to accommodate every possible thing that we could ask for while"
EX01,HO67,US74,RV74,A'moss,Wahidah Jabbar Louis,This is such a unique accommodation with a variety of lodgings. They have domes and airstream and small houses to choose from. There are a few activities and they were building a restaurant when I was there. But it s not nearby anything walking distance so I recommend you take a rental car. But the view is gorgeous!
EX01,HO67,US75,RV75,A'moss,Voon Xin,"This location is just stunning. Such a tranquil setting away from the busy city life. Very clean air, and a kind owner. From dawn until dusk, a healthy life is palpable. There is a lavatory right next to the dome, and since it is exclusive to each dome, there is no need to share."
EX01,HO67,US76,RV76,A'moss,qstna r00,"This location is magnificent beyond words! My friend and I had the best time ever when we came together. Perfect glamping location, well worth the money spent, stunning scenery, peace and quiet was what we experienced."
EX01,HO67,US77,RV77,A'moss,contact .t,"Toilet a bit dim but still acceptable. Dome 1 and 2 only can fit 3 pax maximum, Dome 3 can stay 4 pax maximum. But this only will be mentioned before check in, suggest to ask more questions before you book. Customer service is slow, only valid for WhatsApp, was trying to call but unreachable.Will have some fly during breakfast time outside of dome . No streetlight to the way to A moss, and only 1 way for enter and exit.Overall experience still okay, cold and nice to snap photos."
EX01,HO67,US78,RV78,A'moss,21-jl-9,"For information, the owner of the accommodation is not Muslim, there are also tourists who bring their pets to this location. Must not tan after that.. that's all. The choice is in your hands"
EX01,HO67,US79,RV79,A'moss,antonio buccio,"Very beautiful place in the middle of the farm. We slept very well in the pods and the staff is very nice. A furnished shared kitchen is provided, enough to cook for dinner and make breakfast. Think about to rent either a car either a motor bike to move around since it is a bit far from the main road"
EX01,HO67,US80,RV80,A'moss,Junsui Yuri,"Very nice place, I personally like it very much. But it is best not to go beyond the night when you check in, because there are no street lights at night, and the whole road is dark, narrow and dangerous. Surprisingly, there is no"
EX01,HO67,US81,RV81,A'moss,SF. P,"We had a wonderful stay at Amos Farmstay. Hassan s hospitality was top notch super friendly, helpful, and always making sure we were comfortable. The place itself is peaceful, quiet, very clean, and the view is just amazing."
EX01,HO67,US82,RV82,A'moss,Afiq Hakimi,"We had an amazing time at A moss Farmhouse, both during our visit last year and again this year for my birthday. This year we bring our family together. From the moment we arrived, the owner and the entire team made us feel so welcome"
EX01,HO67,US83,RV83,A'moss,AIN NADIAH,We have our Anniversary Trip here for 2D 1N.The scenery is Amazing as advertise.
EX01,HO67,US84,RV84,A'moss,Clifford Goh,We stayed at the glass cabin and the caravan for 2 nights. Each accommodates 2 pax. Facilities were well maintained and clean. Nice hot water for showers. Comfortable beds. The Carvan comes with AC cum heater. Both have ensuite bathroom and toilet. Fridge and all cooking utensils are provided. Just bring food to cook. There are flies during the day but tolerable. They disappear after 5 6pm. Windy and no mosquitoes at night. Roadway can accommodate 8 seater MPV. Host and workers are responsive. Enjoyable stay. RECOMMENDED.
EX01,HO67,US85,RV85,A'moss,alif zafuan,"What an amazing place to visit and enjoy the moment. This can be a great place if you plan to do a short getaway. Extremely fresh air and admirable owner. Those who miss rural place and want to have a feeling of rural area at least for a few days, this can be a perfect place for you to stay over. Totally recommended!"
EX01,HO67,US86,RV86,A'moss,Suffi Liyana,Will come again soon! Very beautiful place in the middle of the farm. This place calm and peaceful. Fresh air and all the facilities are very good. The owner and the staff really kind. You will fall in love with this place. Highly recommend
EX01,HO67,US87,RV87,A'moss,Kami Tetep,"Wow this place is really cool. Such a relaxing environment away from the hustle and bustle of city life. Extremely fresh air and very nice owner. You can feel healthy from morning to night. The toilets are located right next to the dome and are reserved for each dome, sharing is not required."
EX02,HO180,US88,RV88,Air Terjun Takah Pengkoi,Priscilla Raman,"A nice place for a family gathering, many families camping overnight. It s a good idea to bring your own food."
EX02,HO180,US89,RV89,Air Terjun Takah Pengkoi,Mariam Rushdan,A very beautiful waterfall and camping sitr
EX02,HO180,US90,RV90,Air Terjun Takah Pengkoi,Wawa Mohd Karim,The best waterfall is really cold. The extreme one is the entrance because it is still in progress to make a cement road. Four wheel drive recommended.
EX02,HO180,US91,RV91,Air Terjun Takah Pengkoi,Nur Shakila,The beautiful waterfall has 3 layers but the water is not very clear. Spacious and comfortable for many people to gather together. Toilets where changing rooms are provided are just a bit less comfortable because they are limited. Fee for adults rm15.
EX02,HO180,US92,RV92,Air Terjun Takah Pengkoi,Zikri Haziq,"Waterfall in the area of ​​native settlement, rm15 per entry. the driveway is quite challenging. don't bring a lowered car. The waterfall is beautiful and you can camp"
EX02,HO180,US93,RV93,Air Terjun Takah Pengkoi,Iqram Irfan,"cool waterfall and many pools where you can bathe.. You can try to go up to the top floor to bathe.. It's just that the road to get here is quite challenging, not recommended for lowered cars.. Entrance fee rm15 per head"
EX02,HO180,US94,RV94,Air Terjun Takah Pengkoi,Nor ariff Ithnin,A waterfall managed by the native takah pengkoi.
EX02,HO180,US95,RV95,Air Terjun Takah Pengkoi,Zhee Yuen XII,"The fee is expensive rm15 per head, but the entrance is only cement. It is quite dangerous if the cement is wet with the steep road conditions. If the noob driver confirms hitting a tree. The waterfall is really cool but look at the cleaning workers sweeping leaves and pushing the sweep to the waterfall area, no wonder the water is dirty. They don't allow visitors to make bonfires but allow visitors to smoke everywhere, cigarette butts are swept and thrown into the water. The management of the waterfall is very bad."
EX02,HO180,US96,RV96,Air Terjun Takah Pengkoi,Boysajabah Boy,It's the best place for families who like the forest area. Bring ready food.. as there is no food for sale there
EX02,HO180,US97,RV97,Air Terjun Takah Pengkoi,mahadi azman,"Boring with the city life? Need to run for the nature from the loud environment. Well here the place for you to release your tension and thoughts. Because this place brings you peace and happiness. A green around you will make you feel better and the sound of waterfall will make your mind at ease.But becareful for lowered cars, you gonna have a battle of avoiding those scratches. For standard car, your car will do just fine like my proton saga"
EX02,HO180,US98,RV98,Air Terjun Takah Pengkoi,Chempakasuri. 545,Beautiful but expensive Lower the price more people come more income
EX02,HO180,US99,RV99,Air Terjun Takah Pengkoi,Durr Shohaimi,"Come with friends and children. Everyone can enjoy the BBQ too. The slide at the top looks dangerous too. Those who are thin and light should be careful. The water pushes hard to the side of the slide. The slide for boys is a little dangerous at the bottom because the landing area is below him. There are rocks. The water to take a shower in the bathroom is very cold. The only way to get in is the way to get in, oh my God, the cement road is crooked and crooked with palm gaps until you remember that you are lost. Enter and pay 15rm pax."
EX02,HO180,US100,RV100,Air Terjun Takah Pengkoi,Ezatul Asykin,Do not follow google maps blindly instead follow the sign at the road. The road quite rough. The place is clean theres no stall or restaurant inside bring your own food. Theres no place for hiking.
EX02,HO180,US101,RV101,Air Terjun Takah Pengkoi,vera verto,"Entrance fee Rm15 per head, where he has a lower and upper side. The lower half is a bit shallow, just like the calf. Split top 9 feet deep, there is a rope and slide. The toilet is clean, the place is clean, there is a sink. Leaving the payment place, go inside, it's a bit far. Tar road and then offroad, the road is narrow so be careful. You can cook but this place is small so you have to be good at timing when there are not many people."
EX02,HO180,US102,RV102,Air Terjun Takah Pengkoi,Pejal Move,Feels great.. Subhanallah..
EX02,HO180,US103,RV103,Air Terjun Takah Pengkoi,Roy Teo,Fun but dangerous. A place with no reception so be careful when you go out there.
EX02,HO180,US104,RV104,Air Terjun Takah Pengkoi,Muaz Sadini,Good place to camping and enjoy waterfall. Rm 15 per entry for adult.
EX02,HO180,US105,RV105,Air Terjun Takah Pengkoi,rizman mat,"Great place for family times. Just the road for entrance a bit rough, not suitable for lowered car. The depths of fall are divided into 3 stage, so make sure if you don t know how to swim, stay away from stage 2 3."
EX02,HO180,US106,RV106,Air Terjun Takah Pengkoi,warah,"the price is too expensive which is RM15 for one person but the road has not been improved, it could be a safety issue."
EX02,HO180,US107,RV107,Air Terjun Takah Pengkoi,hanzzz 360,"Adult ticket price RM15. Children over 12 years old. FREE. Enter after school. Go up a little hill to see the big house. Turn left. There is a small signboard pointing to the left. Just follow Jalan Kawasan. If you are not sure which way to go, ask the staff. Clean and beautiful place. It's a long way to get here but it's worth it. It's too narrow to get in after the gate. This place has 4 levels. The camping place is like that. Come on a normal day, not a full pack day, even though the place is far inland. So enjoy your trip, it's fun."
EX02,HO180,US108,RV108,Air Terjun Takah Pengkoi,Erma Fadzilla,"Ticket price for Adults RM15, Children FREE..Far into the palm groves..the place is clean..you can spend the night and camp..There are toilets, prayer places, parking places."
EX02,HO180,US109,RV109,Air Terjun Takah Pengkoi,Rashid Rashidee,"i hereby acknowledge Takah Pengkoi as the most expensive RM 40 per head but the most clean campsite in Semenanjung Malaysia. The place is beautiful itself but effort from owner make the place super enjoyable to visitor. Worth every cent. If there s any camp site more expensive then this do tell me Update Found one more camping site that more expensive. Stellar Campsite Cameron. RM60 WD, RM70 WE, RM90 PH per pax."
EX02,HO180,US110,RV110,Air Terjun Takah Pengkoi,Amiy Dyra,"Just follow the signs that people put up. ok, it's a bit challenging to enter his way. the small road is only cemented and patched. the pool has many levels like a terrace and a port for people to camp. each place has a sink. It's just that the bottom of the pool is uneven, some are deep, some are clear, some have rocks when you bathe. suitable for those who are camping, there is rezki to try the night atmosphere"
EX02,HO180,US111,RV111,Air Terjun Takah Pengkoi,Adjuin Saharin,"It was so peaceful camping overnight here. Site camp very proper. You need to book earlier because this area fast fully booked. And one more thing no coverage. Haha. So you have to bring any games such as game card, monopoly or whatever to fill up your activities. Btw, rate is RM40 pax for 1night"
EX02,HO180,US112,RV112,Air Terjun Takah Pengkoi,Shafiqah Roslan,"Its is pure nature.. no pollution, if u come here, please keep it clean.."
EX02,HO180,US113,RV113,Air Terjun Takah Pengkoi,nur athirah azmi,The road is quite complicated but the river is beautiful and awake
EX02,HO180,US114,RV114,Air Terjun Takah Pengkoi,Hayati K,He said there are 3 levels of the waterfall but I only managed to go to level 1 and 2. The water is very cold. The waterfall area is clean and there are plenty of chairs and places for BBQ. Very suitable for spending time with family and friends.
EX02,HO180,US115,RV115,Air Terjun Takah Pengkoi,noor adzreen,Last minute unplanning camping plan on Saturday 16082025. cool waterfall. don't regret going here. Visitors who come are all very well behaved. Clean from trash.
EX02,HO180,US116,RV116,Air Terjun Takah Pengkoi,Mr. Zairy,"Expensive because it is calculated at RM40 per person for overnight, including if you want to rent a homestay, it is calculated at RM70 per person. Facility x is worth the fee."
EX02,HO180,US117,RV117,Air Terjun Takah Pengkoi,kona x baring,Managed by an Orang Asli Mr AhSoi. This exemplary site worth the pay of rm40 per head for camping. Walk in is charged rm15 while kids below 12 is free. The junction that leads to this waterfall take a bit of asking as signs were not placed
EX02,HO180,US118,RV118,Air Terjun Takah Pengkoi,Redzwan Taufek,"Entry charge RM15 per person, clean area, weekdays not many people. The entrance to the waterfall area is quite extreme but still okay. There is a toilet and a bathroom. There are deep and shallow water areas."
EX02,HO180,US119,RV119,Air Terjun Takah Pengkoi,Hanis Fatini,"Entry RM15 per person. At first, the road to get in is a bit winding. Interesting waterfall area. Beautiful view. There are chalets that can be booked as well."
EX02,HO180,US120,RV120,Air Terjun Takah Pengkoi,Hazila Asni,"More toilet available.. spacious and clean.Downstream area, nearby the tree house is a nice place to set up tent and enjoying the cold and fresh river. Have several part that suitable for kids and also adult. Less crowded during weekend compare to upstream at the waterfall.During weekend especially school holiday, will be so many people visiting. Waterfall area will be so crowded, in the water as well as on the ground. Avoid weekend especially school holiday if you are looking for a peaceful camping stay. There are chalet available for rent too.Picnic RM15 head.Camping RM40 night head.Fees apply to 12 years old and above.Person to contact is Kak Ros. If you found contact other than Kak Ros, they might be agent, so charge might be different."
EX02,HO180,US121,RV121,Air Terjun Takah Pengkoi,Tan Euna,"Nice campsiteno line here, fully enjoy and relaxing with the natural."
EX02,HO180,US122,RV122,Air Terjun Takah Pengkoi,Rreef,Nice place for camping or adventure experience here for overnight or just a day trip but don t expect luxurious facilities as basic necessities provided there. Expect road condition with no tarmac as going through palm estate road condition and that would be the reason given 4 stars.
EX02,HO180,US123,RV123,Air Terjun Takah Pengkoi,Amirul Adlan,Nice place for camping..quiet with the sound of the waterfall..only if the spa is camping..the toilet is right near the front of the road on the hill..so step on the skit...but the most important..it's the best..enjoy nature..
EX02,HO180,US124,RV124,Air Terjun Takah Pengkoi,Firul Hakim,Nice Place! Need to pay rm40 for campsite.Worth with that price. GOOD facilities and clean.
EX02,HO180,US125,RV125,Air Terjun Takah Pengkoi,Miss Zoob,No need to hike to go to this waterfall. Rm15 pax is quite expensive esp if your family is big. Anyway can see the place is well taken care and there are 2 slides. I think its worth if you camp or stay overnight.
EX02,HO180,US127,RV127,Air Terjun Takah Pengkoi,Haziq Selamat,"One of the most anticipated places i have been. i am having fun here most of the hours i stayed in the water, rather than at surface haha"
EX02,HO180,US128,RV128,Air Terjun Takah Pengkoi,Angie,"Peaceful and refreshing! Having great time with family here, they love the waterfalls so much. Can take a dip in the refreshingly cool water and do the back massage .A lot of butterflies here as well.They also provide camping zones, if just want to come for playing water like me, need to pay entrance fee RM 15 per pax but it still worthy. Facilities considered well maintained, upper floor toilets are for bath change clothes purposes, but dark and limited.Be careful when drive to the destination, the road conditions abit dangerous, better open the window and check when on the corner.No network coverage, so you can enjoy natural to the fullest."
