item_id,host_id,user_id,review_id,title,username,clean_no_stopwords,sentiment_score
EX01,HO67,US38,RV38,A'moss,Shahirah Samsudin,"4th visit here, try room type except latest piramid, sold due last minute booking. really happy stay, RM70 steamboat 2pax fishball. website hang making day booking processing payment, contact owner ask availability offer RM50 cheaper website payment deducted time website finish loading. Ask owner could still give us rate RM250 turned us down. customer, would happy complimentary customer dinner whatsoever. U make loyalty customer sad",0.8553
EX01,HO67,US39,RV39,A'moss,Ooi Rai Ney,nice get away city. worth stay tips take note,0.3291
EX01,HO67,US40,RV40,A'moss,J J,"unfortunate raining season. stayed Crystal dome. door crystal must remains closed rain flood dome. center top dome made glass, gets warm day stuffy",-0.0772
EX01,HO67,US41,RV41,A'moss,Thivagar A.Murugan,calming peacefull places visit! full flower herbs. really nice view visit like paradise! facilities like toilet also near dome. Highly recommend! definitely gives 5 stars!,0.9691
EX01,HO67,US42,RV42,A'moss,Michael Hollstein,"stayed third times now. cozy, would totally recommend family stay.",0.4201
EX01,HO67,US43,RV43,A'moss,Wilson Hua,road enter close Sg Palas Teh Boh. road Amoss quite challenging. arrived. nice view. Satisfied.,0.8652
EX01,HO67,US44,RV44,A'moss,Shaffiee Abdullah,"husband come 01 03 25 anniversary stay.. say.. woww.. experience! place,view,weather,the service provide.. top notch.. night cold, 14 c.. freeze stars midnight..",0.3164
EX01,HO67,US45,RV45,A'moss,sharon tan,One bang buck glamping spots available Cameron Highlands! definitely worth stay price.,0.5983
EX01,HO67,US46,RV46,A'moss,Boon Ho Chew,Overall experience chill time.. suitable couples solo traveller. place windy cooling extremely quiet come midnight due farm area quite far distance main road.,0
EX01,HO67,US47,RV47,A'moss,Sivaneshwary Ramachandran,"interesting experience try. anyone likes beauty nature, place go. lacking terms service, soap provided, toothpaste, brush, shampoo bring own. Even mineral water available pantry",0.8519
EX01,HO67,US48,RV48,A'moss,Hidayah Ramli,"Rather remote, good want avoid crowd. Rate 1 star proper signage, need drive single lane get out.Good glamping, BYOF",-0.0516
EX01,HO67,US49,RV49,A'moss,NR,"Room Neat tidy, comfortable, super cold. Anyway best part view",0.9371
EX01,HO67,US50,RV50,A'moss,Alan C.S. Tan,Room good...comfy good vibes.The road place little narrow parking trouble... however staff provide good help guide wellFood wise improve little...mayb try steamboat ...fried dishes okey,0.9014
EX01,HO67,US51,RV51,A'moss,Nurul Hafifah,Stay last night 16 6 25Not hard find location easy.But lot flies outside. cannot open door flies enter,-0.1027
EX01,HO67,US52,RV52,A'moss,Lohges Wari,"Stayed campair tailer. Satisfied 10 10. room clean neat. Got Aircon recommendations. Steamboat dinner excellent. Activities super fun like hiking , harvesting sunrise. staff friendly kind especially",0.9829
EX01,HO67,US53,RV53,A'moss,Saranya Rajan,Stayed 3D2NThe rooms clean well design,0.624
EX01,HO67,US54,RV54,A'moss,meor shaharuddin,"Stayed glass house. view location great, cold. lot flies. glass properly maintained. glass cleaned properly. Steamboat recommended. provided aircond glass",0.1685
EX01,HO67,US55,RV55,A'moss,Sara Nawayai,"beautiful bed breakfast really tranquil surroundings.The lady runs helpful, friendly welcoming. felt totally relaxed would definitely want return.",0.97
EX01,HO67,US56,RV56,A'moss,Maulidatul ummuh Ida,"place really best, thank God, satisfied service really ready pick goods, drink orders ready delivered door. God willing, good fortune coming again, want look another place. place really great, thank God satisfied service really good ready pick goods, order drink delivered door. Inshaallah luck come again, want look another place anymore",0.9911
EX01,HO67,US57,RV57,A'moss,ng yao,"amenities insufficient,not working, old, cannot even fulfill basic, detergent provided, keep request. Water filter spoil. proper cover open air lodging pull rain. Platform unstable, causes cutlery",-0.8077
EX01,HO67,US58,RV58,A'moss,Shobana Nair,"best view Cameron!Definitely one hidden gems Cameron, view great!",0.8715
EX01,HO67,US59,RV59,A'moss,Jivina Mohhan,"diamond dome spacious 4 people stay, cannot cook. room top glam, love much.The crystal dome lovely. Small cozy.",0.7383
EX01,HO67,US60,RV60,A'moss,Ts. Hazman Haziq Sulaiman,"farm remote hustle bustle metropolitan life. view breathtaking. crystal dome design one kind extremely comfy. ideal couples looking romantic getaway brief holiday. Overall, wonderful location, nice view, reasonable price.",0.967
EX01,HO67,US61,RV61,A'moss,Adnan Alghamdi,"glass dome, bedsheets badly stained, windows dirty. Service alright. Location bit inconvenience however scenery beautiful. switch curtains beds improved. Water heater also strong. warm enough Cameron weather. met, value money. Otherwise quite expensive.The reply property check hence suggested stained guests. way reply!!",-0.3113
EX01,HO67,US62,RV62,A'moss,Sharmaty Kesavan,"good stuff place, food hospitality. view amazing. Day night.We tried nasi lemak, western breakfast, teh tarik, scones.",0.7717
EX01,HO67,US63,RV63,A'moss,fabulous me,"location simply amazing. tranquil setting away bustling city life. clean air, feel healthy life dawn dusk. tranquil feel cold breeze. Highly recommended",0.9082
EX01,HO67,US64,RV64,A'moss,Qian Tua,"overall place could fantastic really missed mark. Even got destination, Amoss beaten path ideally connections provide pick drop services.",-0.6161
EX01,HO67,US65,RV65,A'moss,Chernervin Citbanchong,place cold room warm comfortable.It great view staff friendly helpful.The also nice.,0.9548
EX01,HO67,US66,RV66,A'moss,arie Last,place nice first impression arrived place told allowed enter even survey planing stay think wont stay due answer got staff,0.3291
EX01,HO67,US67,RV67,A'moss,Piraveena Sukumaran,place quite nice Instagramable. decoration modern comfortably quite. really feels like back nature life. bed sheets fine blanket feels like washed.,0.8169
EX01,HO67,US68,RV68,A'moss,Norhaslin Noh,road leading narrow one way. Hope safety features could added driving in.,0.7178
EX01,HO67,US69,RV69,A'moss,malar 27,"stay great, view amazing, unit comfortable.The StaffUbjolHassanAminourWere helpful, respectful accomodating.",0.9357
EX01,HO67,US70,RV70,A'moss,Someone,"view absolutely stunning surrounded lush greenery misty mountains, perfect place enjoy cool weather take natural beauty Boh tea plantation. One highlights chance enjoy",0.9705
EX01,HO67,US71,RV71,A'moss,Nick Liaw,"Third visit Amoss tbh never enough.. Waiting go again.. rooms staff there, everything perfect me.. great escape spot city life spend time loved ones...",0.9246
EX01,HO67,US72,RV72,A'moss,Olivia Loh,"first time glamping like place much. really inside nature surrounded vegetable farm mountain view. However, tips may want stay tent sunset quite hot",0.3134
EX01,HO67,US73,RV73,A'moss,Alina Liu,"place magical! magical, mean view amenities glamping, people there! owner employees went beyond, accommodate every possible thing could ask",0
EX01,HO67,US74,RV74,A'moss,Wahidah Jabbar Louis,unique accommodation variety lodgings. domes airstream small houses choose from. activities building restaurant there. nearby anything walking distance recommend take rental car. view gorgeous!,0.8875
EX01,HO67,US75,RV75,A'moss,Voon Xin,"location stunning. tranquil setting away busy city life. clean air, kind owner. dawn dusk, healthy life palpable. lavatory right next dome, since exclusive dome, need share.",0.908
EX01,HO67,US76,RV76,A'moss,qstna r00,"location magnificent beyond words! friend best time ever came together. Perfect glamping location, well worth money spent, stunning scenery, peace quiet experienced.",0.9761
EX01,HO67,US77,RV77,A'moss,contact .t,"Toilet bit dim still acceptable. Dome 1 2 fit 3 pax maximum, Dome 3 stay 4 pax maximum. mentioned check in, suggest ask questions book. Customer service slow, valid WhatsApp, trying call unreachable.Will fly breakfast time outside dome . streetlight way moss, 1 way enter exit.Overall experience still okay, cold nice snap photos.",0.8573
EX01,HO67,US78,RV78,A'moss,21-jl-9,"information, owner accommodation Muslim, also tourists bring pets location. Must tan that.. that's all. choice hands",0
EX01,HO67,US79,RV79,A'moss,antonio buccio,"beautiful place middle farm. slept well pods staff nice. furnished shared kitchen provided, enough cook dinner make breakfast. Think rent either car either motor bike move around since bit far main road",0.9017
EX01,HO67,US80,RV80,A'moss,Junsui Yuri,"nice place, personally like much. best go beyond night check in, street lights night, whole road dark, narrow dangerous. Surprisingly,",0.3912
EX01,HO67,US81,RV81,A'moss,SF. P,"wonderful stay Amos Farmstay. Hassan hospitality top notch super friendly, helpful, always making sure comfortable. place peaceful, quiet, clean, view amazing.",0.9834
EX01,HO67,US82,RV82,A'moss,Afiq Hakimi,"amazing time moss Farmhouse, visit last year year birthday. year bring family together. moment arrived, owner entire team made us feel welcome",0.8256
EX01,HO67,US83,RV83,A'moss,AIN NADIAH,Anniversary Trip 2D 1N.The scenery Amazing advertise.,0.5859
EX01,HO67,US84,RV84,A'moss,Clifford Goh,stayed glass cabin caravan 2 nights. accommodates 2 pax. Facilities well maintained clean. Nice hot water showers. Comfortable beds. Carvan comes AC cum heater. ensuite bathroom toilet. Fridge cooking utensils provided. bring food cook. flies day tolerable. disappear 5 6pm. Windy mosquitoes night. Roadway accommodate 8 seater MPV. Host workers responsive. Enjoyable stay. RECOMMENDED.,0.8933
EX01,HO67,US85,RV85,A'moss,alif zafuan,"amazing place visit enjoy moment. great place plan short getaway. Extremely fresh air admirable owner. miss rural place want feeling rural area least days, perfect place stay over. Totally recommended!",0.9738
EX01,HO67,US86,RV86,A'moss,Suffi Liyana,come soon! beautiful place middle farm. place calm peaceful. Fresh air facilities good. owner staff really kind. fall love place. Highly recommend,0.978
EX01,HO67,US87,RV87,A'moss,Kami Tetep,"Wow place really cool. relaxing environment away hustle bustle city life. Extremely fresh air nice owner. feel healthy morning night. toilets located right next dome reserved dome, sharing required.",0.9627
EX02,HO180,US88,RV88,Air Terjun Takah Pengkoi,Priscilla Raman,"nice place family gathering, many families camping overnight. good idea bring food.",0.6908
EX02,HO180,US89,RV89,Air Terjun Takah Pengkoi,Mariam Rushdan,beautiful waterfall camping sitr,0.6361
EX02,HO180,US90,RV90,Air Terjun Takah Pengkoi,Wawa Mohd Karim,best waterfall really cold. extreme one entrance still progress make cement road. Four wheel drive recommended.,0.8316
EX02,HO180,US91,RV91,Air Terjun Takah Pengkoi,Nur Shakila,beautiful waterfall 3 layers water clear. Spacious comfortable many people gather together. Toilets changing rooms provided bit less comfortable limited. Fee adults rm15.,0.755
EX02,HO180,US92,RV92,Air Terjun Takah Pengkoi,Zikri Haziq,"Waterfall area ​​native settlement, rm15 per entry. driveway quite challenging. bring lowered car. waterfall beautiful camp",0.7321
EX02,HO180,US93,RV93,Air Terjun Takah Pengkoi,Iqram Irfan,"cool waterfall many pools bathe.. try go top floor bathe.. road get quite challenging, recommended lowered cars.. Entrance fee rm15 per head",0.5434
EX02,HO180,US94,RV94,Air Terjun Takah Pengkoi,Nor ariff Ithnin,waterfall managed native takah pengkoi.,0
EX02,HO180,US95,RV95,Air Terjun Takah Pengkoi,Zhee Yuen XII,"fee expensive rm15 per head, entrance cement. quite dangerous cement wet steep road conditions. noob driver confirms hitting tree. waterfall really cool look cleaning workers sweeping leaves pushing sweep waterfall area, wonder water dirty. allow visitors make bonfires allow visitors smoke everywhere, cigarette butts swept thrown water. management waterfall bad.",-0.9324
EX02,HO180,US96,RV96,Air Terjun Takah Pengkoi,Boysajabah Boy,best place families like forest area. Bring ready food.. food sale,0.7906
EX02,HO180,US97,RV97,Air Terjun Takah Pengkoi,mahadi azman,"Boring city life? Need run nature loud environment. Well place release tension thoughts. place brings peace happiness. green around make feel better sound waterfall make mind ease.But becareful lowered cars, gonna battle avoiding scratches. standard car, car fine like proton saga",0.743
EX02,HO180,US98,RV98,Air Terjun Takah Pengkoi,Chempakasuri. 545,Beautiful expensive Lower price people come income,-0.09
EX02,HO180,US99,RV99,Air Terjun Takah Pengkoi,Durr Shohaimi,"Come friends children. Everyone enjoy BBQ too. slide top looks dangerous too. thin light careful. water pushes hard side slide. slide boys little dangerous bottom landing area him. rocks. water take shower bathroom cold. way get way get in, oh God, cement road crooked crooked palm gaps remember lost. Enter pay 15rm pax.",0.2006
EX02,HO180,US100,RV100,Air Terjun Takah Pengkoi,Ezatul Asykin,follow google maps blindly instead follow sign road. road quite rough. place clean theres stall restaurant inside bring food. Theres place hiking.,0.2714
EX02,HO180,US101,RV101,Air Terjun Takah Pengkoi,vera verto,"Entrance fee Rm15 per head, lower upper side. lower half bit shallow, like calf. Split top 9 feet deep, rope slide. toilet clean, place clean, sink. Leaving payment place, go inside, bit far. Tar road offroad, road narrow careful. cook place small good timing many people.",0.7869
EX02,HO180,US102,RV102,Air Terjun Takah Pengkoi,Pejal Move,Feels great.. Subhanallah..,0.6249
EX02,HO180,US103,RV103,Air Terjun Takah Pengkoi,Roy Teo,Fun dangerous. place reception careful go there.,-0.5396
EX02,HO180,US104,RV104,Air Terjun Takah Pengkoi,Muaz Sadini,Good place camping enjoy waterfall. Rm 15 per entry adult.,0.7269
EX02,HO180,US105,RV105,Air Terjun Takah Pengkoi,rizman mat,"Great place family times. road entrance bit rough, suitable lowered car. depths fall divided 3 stage, make sure know swim, stay away stage 2 3.",0.7934
EX02,HO180,US106,RV106,Air Terjun Takah Pengkoi,warah,"price expensive RM15 one person road improved, could safety issue.",0.0948
EX02,HO180,US107,RV107,Air Terjun Takah Pengkoi,hanzzz 360,"Adult ticket price RM15. Children 12 years old. FREE. Enter school. Go little hill see big house. Turn left. small signboard pointing left. follow Jalan Kawasan. sure way go, ask staff. Clean beautiful place. long way get worth it. narrow get gate. place 4 levels. camping place like that. Come normal day, full pack day, even though place far inland. enjoy trip, fun.",0.9685
EX02,HO180,US108,RV108,Air Terjun Takah Pengkoi,Erma Fadzilla,"Ticket price Adults RM15, Children FREE..Far palm groves..the place clean..you spend night camp..There toilets, prayer places, parking places.",0
EX02,HO180,US109,RV109,Air Terjun Takah Pengkoi,Rashid Rashidee,"hereby acknowledge Takah Pengkoi expensive RM 40 per head clean campsite Semenanjung Malaysia. place beautiful effort owner make place super enjoyable visitor. Worth every cent. camp site expensive tell Update Found one camping site expensive. Stellar Campsite Cameron. RM60 WD, RM70 WE, RM90 PH per pax.",0.9716
EX02,HO180,US110,RV110,Air Terjun Takah Pengkoi,Amiy Dyra,"follow signs people put up. ok, bit challenging enter way. small road cemented patched. pool many levels like terrace port people camp. place sink. bottom pool uneven, deep, clear, rocks bathe. suitable camping, rezki try night atmosphere",0.6908
EX02,HO180,US111,RV111,Air Terjun Takah Pengkoi,Adjuin Saharin,"peaceful camping overnight here. Site camp proper. need book earlier area fast fully booked. one thing coverage. Haha. bring games game card, monopoly whatever fill activities. Btw, rate RM40 pax 1night",0.0407
EX02,HO180,US112,RV112,Air Terjun Takah Pengkoi,Shafiqah Roslan,"pure nature.. pollution, u come here, please keep clean..",0.4215
EX02,HO180,US113,RV113,Air Terjun Takah Pengkoi,nur athirah azmi,road quite complicated river beautiful awake,0.7469
EX02,HO180,US114,RV114,Air Terjun Takah Pengkoi,Hayati K,said 3 levels waterfall managed go level 1 2. water cold. waterfall area clean plenty chairs places BBQ. suitable spending time family friends.,0.8271
EX02,HO180,US115,RV115,Air Terjun Takah Pengkoi,noor adzreen,Last minute unplanning camping plan Saturday 16082025. cool waterfall. regret going here. Visitors come well behaved. Clean trash.,0.8397
EX02,HO180,US116,RV116,Air Terjun Takah Pengkoi,Mr. Zairy,"Expensive calculated RM40 per person overnight, including want rent homestay, calculated RM70 per person. Facility x worth fee.",0.296
EX02,HO180,US117,RV117,Air Terjun Takah Pengkoi,kona x baring,Managed Orang Asli Mr AhSoi. exemplary site worth pay rm40 per head camping. Walk charged rm15 kids 12 free. junction leads waterfall take bit asking signs placed,0.4588
EX02,HO180,US118,RV118,Air Terjun Takah Pengkoi,Redzwan Taufek,"Entry charge RM15 per person, clean area, weekdays many people. entrance waterfall area quite extreme still okay. toilet bathroom. deep shallow water areas.",0.5567
EX02,HO180,US119,RV119,Air Terjun Takah Pengkoi,Hanis Fatini,"Entry RM15 per person. first, road get bit winding. Interesting waterfall area. Beautiful view. chalets booked well.",0.8271
EX02,HO180,US120,RV120,Air Terjun Takah Pengkoi,Hazila Asni,"toilet available.. spacious clean.Downstream area, nearby tree house nice place set tent enjoying cold fresh river. several part suitable kids also adult. Less crowded weekend compare upstream waterfall.During weekend especially school holiday, many people visiting. Waterfall area crowded, water well ground. Avoid weekend especially school holiday looking peaceful camping stay. chalet available rent too.Picnic RM15 head.Camping RM40 night head.Fees apply 12 years old above.Person contact Kak Ros. found contact Kak Ros, might agent, charge might different.",0.9482
EX02,HO180,US121,RV121,Air Terjun Takah Pengkoi,Tan Euna,"Nice campsiteno line here, fully enjoy relaxing natural.",0.9053
EX02,HO180,US122,RV122,Air Terjun Takah Pengkoi,Rreef,Nice place camping adventure experience overnight day trip expect luxurious facilities basic necessities provided there. Expect road condition tarmac going palm estate road condition would reason given 4 stars.,-0.0644
EX02,HO180,US123,RV123,Air Terjun Takah Pengkoi,Amirul Adlan,Nice place camping..quiet sound waterfall..only spa camping..the toilet right near front road hill..so step skit...but important..it's best..enjoy nature..,0.4215
EX02,HO180,US124,RV124,Air Terjun Takah Pengkoi,Firul Hakim,Nice Place! Need pay rm40 campsite.Worth price. GOOD facilities clean.,0.8412
EX02,HO180,US125,RV125,Air Terjun Takah Pengkoi,Miss Zoob,need hike go waterfall. Rm15 pax quite expensive esp family big. Anyway see place well taken care 2 slides. think worth camp stay overnight.,0.6124
EX02,HO180,US127,RV127,Air Terjun Takah Pengkoi,Haziq Selamat,"One anticipated places been. fun hours stayed water, rather surface haha",0.743
EX02,HO180,US128,RV128,Air Terjun Takah Pengkoi,Angie,"Peaceful refreshing! great time family here, love waterfalls much. take dip refreshingly cool water back massage .A lot butterflies well.They also provide camping zones, want come playing water like me, need pay entrance fee RM 15 per pax still worthy. Facilities considered well maintained, upper floor toilets bath change clothes purposes, dark limited.Be careful drive destination, road conditions abit dangerous, better open window check corner.No network coverage, enjoy natural fullest.",0.9727
EX02,HO180,US129,RV129,Air Terjun Takah Pengkoi,iza arina,Go weekend. many people crowded.. clean place need improve toilet shower room water fast water..,-0.2112
EX02,HO180,US130,RV130,Air Terjun Takah Pengkoi,Johnny Foo,"Pretty expensive entry price, rm 15 per adult children free. Small waterfall n artificial rock sand cool strong waterfall..",0.9319
EX02,HO180,US131,RV131,Air Terjun Takah Pengkoi,Ahmad Apiit,"Pro Parking close campsite campsite site right facing waterfall Cons entrance price RM15 personally seems bit expensive entrance road bit road, bumpy potholed. toilet door locked. Men's phone line working",0
EX02,HO180,US132,RV132,Air Terjun Takah Pengkoi,Fatehah Fauzi,Really enjoyyy itt wort going there.. want repeat???Absolutely YES!thanks native people preserve nature place like that. Kudos!!The toilet changing room clean water surrounding chilling refreshing,0.7525
EX02,HO180,US133,RV133,Air Terjun Takah Pengkoi,Zushahira Jamil,"Really love atmosphere here. relaxing, clean, great place come family friends.",0.964
EX02,HO180,US134,RV134,Air Terjun Takah Pengkoi,Elyas Rahman,RED FLAG!!! RED FLAG!!!worst experience ever!,0
EX02,HO180,US135,RV135,Air Terjun Takah Pengkoi,Ayunatasha Misiran,"Takah Pengkoi Waterfall Review check-in check-out time Ample parking lot Clean, spacious comfortable restrooms Toilets showers Clean staff always clean trash bins, early morning 6.30am sweep leaves camping area night camping area, waterfall, river, toilet, bathing area others lights lights Worth paying Camping RM40 adults, children 12 years free Chalet RM70 adults, children 12 years free Picnic RM15 adults, children 12 years free",0.9638
EX02,HO180,US136,RV136,Air Terjun Takah Pengkoi,fatiha ismadi,"RM 15 per person enter worth one look road, parking, road enter quite winding dangerous driver competent. Facilities like toilets, upgraded future, definitely main attraction people come. fun place spend time family",-0.0777
EX02,HO180,US137,RV137,Air Terjun Takah Pengkoi,b_ fateen,"RM15 per person enter back day. entrance waterfall area 1.5km. road longer red dirt, instead cemented along route. chalets, many tent sites along waterfall. also several slides vicinity. bathroom, prayer hall several sinks near campsite. satisfied showering rain. Sha Allah sustenance come again. Looks like many areas upgraded.",-0.5318
EX02,HO180,US138,RV138,Air Terjun Takah Pengkoi,Sarif Bgs,"house clean, comfortable, equipment complete.. Highly recommended rent",0.8104
EX02,HO180,US139,RV139,Air Terjun Takah Pengkoi,Hattaro,"crazy fun, way get good tall car, lower, 5 levels, 1 3 chest level person 170 tall, level 4 9 feet, level 5 waist level waterfall, levels 4 3",0.3818
EX02,HO180,US140,RV140,Air Terjun Takah Pengkoi,Ayya Bunga,"lot fun... place beautiful... tent site spacious.. area well maintained clean... worth paying 15 head... even though road get bit challenging, low cart even crashed.... lol btw really enjoyed it.... alhamdulillah.. fortune go again... InsyaAllah",0.9589
EX02,HO180,US141,RV141,Air Terjun Takah Pengkoi,Nazri Musa,"fun. Interesting place. Suitable healing. visitors, please keep clean. Let us take care environment next generation also enjoy beauty creation.",0.9694
EX02,HO180,US142,RV142,Air Terjun Takah Pengkoi,Ezaty Norsah,"refreshing serene. Great short nature break! However, toilet shower need improved.",0.8947
EX02,HO180,US143,RV143,Air Terjun Takah Pengkoi,Erisha Umaira,"Sorry say please improve facilities here. payment RM15 per person, direct seat even come 10 am. place river full tents tapes prevent sitting already reserved. suggest making campsite near right waterfall. So, easier visitors park picnic",0.8271
EX02,HO180,US144,RV144,Air Terjun Takah Pengkoi,nizran nadzar,"Staffs friendly, hopes upgraded chalet n facilities.",0.763
EX02,HO180,US145,RV145,Air Terjun Takah Pengkoi,mukhlis iwan,atmosphere that's price RM15 head...not bad,-0.6956
EX02,HO180,US146,RV146,Air Terjun Takah Pengkoi,Danial Haiqal,"Superb place enjoy nature fullest, family friendly lots space camping, downside network coverage site went get nature vibe place you.",0.5647
EX02,HO180,US147,RV147,Air Terjun Takah Pengkoi,Intan Syazwani Samsudin,"Takah Pengkoi beautiful. area maintained always clean. atmosphere calm. waterfall beautiful.. Many sites picnics. 9am open. Tickets rm15 pax overnight. Toilet, bathroom, prayer hall available.",0.9284
